"ID","EndTime","Sex","Is.English.your.primary.language.","Ethnic.group","Other.ethnic.group","Age..Range.in.years.","What.is.your.religion.","Other.religion","Do.you.consider.yourself.to.have.a.disability..If.yes..please.select.from.the.options.which.best.describes.your.disability...br...Please.note..The.information.you.provide.here.may.not.be.shared.with.the.organisation.that.asked.you.to.take.the.test..If.you.wish.them.to.be.aware.of.your.disability.you.should.contact.them.directly.","Country.of.birth","Other.country.of.birth","PD_Education","PD_JobTitle","PD_Occupation","PD_Reason","PD_Tenure","TimeTaken","wgcta.d.theta.score","wgcta.e.theta.score","wgcta.norm.group","wgcta.other.num.answered","wgcta.other.s1.num.answered","wgcta.other.s1.raw.score","wgcta.other.s2.num.answered","wgcta.other.s2.raw.score","wgcta.other.s3.num.answered","wgcta.other.s3.raw.score","wgcta.other.s4.num.answered","wgcta.other.s4.raw.score","wgcta.other.s5.num.answered","wgcta.other.s5.raw.score","wgcta.percentile","wgcta.r.theta.score","wgcta.raw.score","wgcta.retest.completion.status","wgcta.retest.status","wgcta.retest.surveyuser.id","wgcta.t.score","wgcta.theta.score","wgcta.verification.theta"
38060,"2014-08-11 22:07:12","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","LLB","Paralegal","Legal Professional","As an applicant for a job outside of my current organisation","1 to 2 years",1712,-0.0375,0.46234,"UK Public Sector Graduates",40,5,4,12,9,5,3,6,5,12,7,60,0.30816,28,,,,53,0.43032,
23030,"2014-04-09 22:21:52","Male","Yes","White - British","","16-19 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","Prefer not to say",1768,1.49623,-0.03074,"Bank of England Graduate & Internship Applicants 2013",40,5,4,12,2,5,5,6,5,12,8,11,-1.53821,24,,,,37,-0.71647,
48815,"2015-04-06 17:24:36","Male","Yes","Asian or Asian British - Indian","","25-29 years","Hindu","","No","United Kingdom","","Other","Senior Paralegal","Legal Professional","As an applicant for a job outside of my current organisation","1 to 2 years",1770,-0.63458,-0.21241,"Graduates in Law, Business, Economic or Finance",40,5,1,12,9,5,2,6,4,12,6,42,0.43112,22,,,,48,-0.21785,
40249,"2014-10-30 12:39:57","Male","Yes","White - British","","20-24 years","No religion","","Dyslexia","United Kingdom","","Master Degree","Student of Msc Economics and Finance at Leeds University","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1716,-0.1248,0.17298,"Bank of England Graduate & Internship Applicants 2014",40,5,2,12,9,5,2,6,5,12,7,53,0.44771,25,,,,51,0.30496,
40016,"2014-10-20 21:46:37","Prefer not to say","Yes","White - Any other White Background","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United States of America","","Other","Student","Student","As an applicant for a job outside of my current organisation","11 to 15 years",1266,0.01404,-0.29378,"Bank of England Graduate & Internship Applicants 2014",40,5,5,12,9,5,3,6,5,12,7,42,0.35801,29,,,,48,0.12883,
29028,"2014-01-14 14:00:25","Male","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student ","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1203,-0.02956,-0.70268,"Graduates",40,5,2,12,6,5,3,6,5,12,4,17,-0.71568,20,,,,40,-0.61174,
30632,"2014-03-01 12:30:38","Male","Yes","White - British","","35-39 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","LLB","Accountant","Accountant","As an applicant for a job outside of my current organisation","8 to 10 years",1656,0.47945,-0.52748,"Executive Search candidates (UK)",40,5,4,12,7,5,3,6,5,12,6,37,0.22859,25,,,,47,0.14863,
43454,"2014-11-18 08:04:33","Female","Yes","White - British","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Other","dentist","Medical Professional","As an applicant for a job outside of my current organisation","21 to 25 years",1801,0.27203,-0.29431,"UK General Population",40,5,5,12,7,5,3,6,5,12,6,54,-0.38438,26,,,,51,-0.09913,
43655,"2014-10-22 04:02:32","Female","Yes","White - British","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Higher Education Certificate or Diploma","DENTAL NURSE ","Medical Professional","As an applicant for a job outside of my current organisation","11 to 15 years",1099,-1.26318,-0.26734,"UK General Population",40,5,2,12,6,5,3,6,2,12,7,18,-0.31064,20,,,,41,-0.78286,
13984,"2012-12-14 11:11:21","Male","Yes","Asian or Asian British - Indian","","20-24 years","Hindu","","No","India","","Master Degree"," Fraud Investigation & Dispute Services (FIDS) Executive","Legal Professional","As an applicant for a job outside of my current organisation","Less than 1 year",1780,0.92497,0.07107,"Executive Search candidates (UK)",40,5,3,12,8,5,3,6,6,12,7,46,0.00396,27,,,,51,0.38497,
36720,"2014-07-21 18:53:53","Male","Yes","Asian or Asian British - Indian","","25-29 years","Muslim","","No","India","","LLB","Senior Document Review Lawyer","Legal Professional","As an applicant for a job outside of my current organisation","Less than 1 year",1613,0.84446,0.95139,"Managers",40,5,4,12,10,5,5,6,4,12,10,88,0.61667,33,,,,61,1.15551,
8513,"2012-07-20 11:28:45","Male","Yes","White - British","","30-34 years","No religion","","Dyslexia","United Kingdom","","GCSE equivalent","Associate Director","Other","For professional development","5 to 7 years",1624,-0.10263,-0.35978,"Private Sector Managers",40,5,4,12,7,5,3,6,4,12,6,40,-0.417,24,,,,48,-0.36564,
52309,"2015-09-18 06:46:54","Female","Yes","Mixed - White and Black Caribbean","","35-39 years","No religion","","No","Canada","","Master Degree","Compliance Advisor","Other","As an applicant for a job outside of my current organisation","Less than 1 year",1691,1.71954,2.05038,"UK General Population",40,5,5,12,9,5,5,6,6,12,12,99,0.62743,37,,,,75,2.00619,
18868,"2013-06-19 14:48:55","Male","Yes","White - British","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","GCSE equivalent","Project Engineer","Engineer","As an applicant for a job outside of my current organisation","3 to 4 years",1586,0.49328,-0.83411,"UK General Population",40,5,5,12,11,5,4,6,5,12,4,62,0.75675,29,,,,53,0.17988,
41673,"2014-11-20 16:28:11","Female","Yes","Prefer not to say","","Prefer not to say","Prefer not to say","","Prefer not to say","Prefer not to say","","A-Level Scottish Highers or equivalent","student ","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1725,-0.30239,-0.80049,"Bank of England Graduate & Internship Applicants 2014",40,5,2,12,4,5,4,6,5,12,7,1,-1.52455,22,,,,25,-1.52086,
11099,"2012-11-16 00:01:04","Male","No","Other ethnic group, please specify below","Arab","25-29 years","No religion","","No","Syria","","Master Degree","Bank of England Graduate","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1748,0.14652,-0.23366,"Graduates",40,5,3,12,9,5,4,6,3,12,7,44,0.18163,26,,,,49,0.06459,
17833,"2013-10-24 09:25:55","Male","Yes","White - British","","35-39 years","No religion","","No","United Kingdom","","BA","Business Development Manager","Other","As an applicant for a job in my current organisation","3 to 4 years",1800,-0.3158,-1.57589,"UK General Population",30,5,1,12,11,5,3,6,3,2,1,50,1.2929,19,,,,50,-0.15537,
32864,"2014-03-27 15:31:08","Male","Yes","Asian or Asian British - Indian","","45-49 years","Hindu","","No","India","","BEng","Architect","Information Technology Professional","For professional development","21 to 25 years",1800,-0.28528,-0.93907,"Managers",32,5,4,12,8,5,1,6,5,4,3,26,-0.26774,21,,,,44,-0.50409,
6687,"2012-03-06 12:29:00","Male","Yes","White - British","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BSc","CTO Defence Science and Nuclear","Information Technology Professional","As an applicant for a job in my current organisation","21 to 25 years",1765,1.12336,0.68494,"Senior Management",40,5,3,12,9,5,5,6,5,12,9,62,0.19027,31,,,,54,0.66199,
52067,"2015-08-21 17:12:21","Female","Yes","White - British","","35-39 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Solicitor","Legal Professional","As an applicant for a job outside of my current organisation","3 to 4 years",1725,1.29089,0.48936,"Managers",40,5,5,12,12,5,5,6,4,12,8,94,1.49321,34,,,,63,1.37763,
26684,"2015-02-07 18:45:22","Male","","Other ethnic group, please specify below","Arab","20-24 years","Muslim","","No","","","Prefer not to say","Zurich Change Management Internship 2015 Programme","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1376,0.83144,0.11206,"Graduates",40,5,4,12,8,5,5,6,5,12,7,62,0.21921,29,,,,54,0.46379,
41306,"2014-11-19 22:26:21","Male","Yes","White - British","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","N.A.","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1577,0.30834,-0.96805,"Bank of England Graduate & Internship Applicants 2014",40,5,3,12,9,5,4,6,5,12,4,38,0.29662,25,,,,47,0.06068,
45614,"2015-07-21 11:38:52","Male","Yes","White - British","","25-29 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Underwriting Assistant","Administrative/Clerical","As an applicant for a job outside of my current organisation","Less than 1 year",698,-0.06202,-0.13903,"UK General Population",40,5,4,12,4,5,3,6,4,12,7,34,-1.07707,22,,,,46,-0.47335,
35832,"2014-07-14 11:38:50","Female","Yes","White - British","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","","United Kingdom","","Master Degree","consultant","Consultant","As an applicant for a job outside of my current organisation","3 to 4 years",1460,0.13547,-0.48302,"Managers",40,5,2,12,10,5,5,6,3,12,6,53,0.46819,26,,,,51,0.13683,
41569,"2014-11-19 23:12:41","Male","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","Dyslexia","United Kingdom","","A-Level Scottish Highers or equivalent","Graduate All disciplines programme 2015","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1317,0.80858,0.09638,"Bank of England Graduate & Internship Applicants 2014",40,5,4,12,11,5,5,6,4,12,7,84,1.26075,31,,,,60,0.9311,
34469,"2014-04-28 17:36:30","Female","Yes","White - British","","55-59 years","No religion","","No","United Kingdom","","Master Degree","legal editor","Other","As an applicant for a job outside of my current organisation","3 to 4 years",1346,-0.45708,0.97912,"Senior Management",40,5,4,12,11,5,3,6,3,12,10,71,0.853,31,,,,56,0.88518,
21418,"2013-11-16 16:16:13","Female","Yes","White - Irish","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Ireland","","Other","First Degree Graduate","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1800,1.06608,0.00059,"Bank of England Graduate & Internship Applicants 2013",40,5,3,12,11,5,4,6,5,12,8,84,0.96522,31,,,,60,0.88734,
36565,"2015-06-14 18:58:44","Male","No","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","","Cyprus","","Higher Education Certificate or Diploma","Intern","Student","As part of a trial","3 to 4 years",1800,-0.00866,-0.40635,"UK General Population",40,5,1,12,11,5,3,6,5,12,6,66,0.96419,26,,,,54,0.27808,
57217,"2016-03-08 17:18:29","Male","","Black or Black British - African","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","","","Master Degree","Head of Chemistry","Teacher","As an applicant for a job in my current organisation","11 to 15 years",1800,-0.98977,-1.56564,"UK General Population",31,5,0,12,8,5,2,6,3,3,0,7,0.16538,13,,,,35,-1.13671,
24452,"2013-10-29 07:45:11","Female","Yes","Asian or Asian British - Chinese","","16-19 years","No religion","","No","Singapore","","GCSE equivalent","Student","Student","None of the above","11 to 15 years",3362,-0.31639,1.01477,"UK General Population",40,5,2,12,9,5,4,6,3,12,10,58,-0.18637,28,,,,52,0.04237,
32188,"2014-04-07 20:55:52","Male","Yes","White - British","","50-54 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Other","Dental Surgeon","Medical Professional","As an applicant for a job outside of my current organisation","26 years or more",1800,1.51034,-1.07297,"UK General Population",34,5,4,12,6,5,5,6,6,6,2,46,-0.49804,23,,,,49,-0.27584,
46045,"2014-12-07 10:44:08","Female","Yes","White - British","","20-24 years","Prefer not to say","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1752,0.73315,1.27971,"Graduates",40,5,4,12,8,5,4,6,5,12,11,87,0.56605,32,,,,61,1.17372,
20558,"2013-09-16 15:06:21","Male","Yes","White - British","","20-24 years","Jewish","","No","United Kingdom","","BSc"," BNP Paribas - Global - London - Graduate/ Analyst 2014 - Fixed Income - Sales programme with BNP Paribas","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1284,0.35075,-0.01473,"Bank of England Graduate & Internship Applicants 2013",40,5,5,12,9,5,2,6,4,12,8,35,-0.30039,28,,,,47,-0.04991,
38284,"2014-09-06 12:51:51","Male","Yes","Asian or Asian British - Chinese","","25-29 years","No religion","","No","Singapore","","BA","Analyst Development Program","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1663,0.17868,0.41997,"UK General Population",40,5,3,12,9,5,4,6,5,12,8,79,0.46994,29,,,,58,0.56566,
2345,"2013-09-05 16:16:58","Male","Yes","Asian or Asian British - Indian","","20-24 years","Hindu","","No","United Kingdom","","Master Degree","Conflict Analyst Project Assistant","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1790,-0.48698,0.43742,"Hogan Lovells Graduates",40,5,3,12,10,5,1,6,5,12,10,5,0.31966,29,,,,31,0.12026,
50148,"2015-07-03 20:32:52","","","","","","","","","","","Master Degree","Director","Self Employed/Business Owner","As an applicant for a job outside of my current organisation","1 to 2 years",1435,0.45693,-0.44614,"Public Sector Managers",40,5,3,12,10,5,3,6,5,12,6,58,0.60548,27,,,,53,0.29795,
54446,"2015-11-29 20:44:30","Female","Yes","Asian or Asian British - Indian","","30-34 years","Hindu","","No","United Kingdom","","LLB","Temporary Lawyer","Legal Professional","As an applicant for a job in my current organisation","Less than 1 year",1781,-1.09742,0.3328,"Managers",40,5,2,12,5,5,3,6,2,12,9,12,-0.87054,21,,,,37,-0.95056,
45227,"2015-11-04 17:48:50","Female","Yes","White - British","","16-19 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Customer Service Advisor","Customer Service","As an applicant for a job outside of my current organisation","1 to 2 years",849,0.27065,-0.12892,"UK General Population",40,5,5,12,10,5,4,6,3,12,6,62,-0.09554,28,,,,53,0.10001,
39151,"2014-09-28 12:47:18","Male","Yes","White - British","","55-59 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Head of Compute Forensics","Consultant","As an applicant for a job outside of my current organisation","11 to 15 years",1574,0.42789,-0.45209,"Senior Management",40,5,2,12,6,5,4,6,5,12,7,26,-0.29769,24,,,,44,-0.12729,
20311,"2013-08-23 18:14:50","Female","Yes","White - British","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","England","","Master Degree","Head of Change and Transformation","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1800,0.08142,-1.40922,"UK General Population",32,5,3,12,7,5,2,6,5,4,3,34,-0.19876,20,,,,46,-0.44931,
41123,"2014-11-17 10:33:34","Female","Yes","Black or Black British - African","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Ghana","","BA","Unemployed","Financial Analyst","As an applicant for a job outside of my current organisation","1 to 2 years",1800,-0.70888,-1.67622,"Bank of England Graduate & Internship Applicants 2014",33,5,3,12,4,5,2,6,5,5,2,1,-1.5671,16,,,,23,-1.70767,
29660,"2014-02-06 17:00:50","Male","Yes","White - British","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Head of Financial Strategy and Planning","Other","As an applicant for a job in my current organisation","8 to 10 years",1800,1.51787,0.63126,"Public Sector Managers",40,5,5,12,10,5,4,6,6,12,9,87,0.45964,34,,,,61,1.1178,
31549,"2014-04-22 08:43:48","Female","No","Black or Black British - African","","45-49 years","No religion","","Dyslexia","Kenya","","Master Degree","Council Board Member/Board of Governor","Consultant","As an applicant for a job outside of my current organisation","11 to 15 years",1768,-1.77474,0.1583,"UK General Population",40,5,2,12,4,5,3,6,3,12,7,1,-1.31435,19,,,,25,-1.57617,
12203,"2012-10-16 14:35:31","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Graduate","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1800,0.04929,0.38224,"UK General Population",40,5,4,12,10,5,2,6,4,12,9,73,0.35455,29,,,,56,0.3087,
21631,"2013-11-14 21:28:42","Male","Yes","Other ethnic group, please specify below","Arabic","20-24 years","Muslim","","No","United Kingdom","","A-Level Scottish Highers or equivalent","First Degree Graduate - All Discipline and Economics/Finance","Student","As an applicant for a job outside of my current organisation","11 to 15 years",1691,0.21347,-0.28989,"Bank of England Graduate & Internship Applicants 2013",40,5,3,12,7,5,4,6,3,12,6,19,-0.77296,23,,,,41,-0.44569,
51117,"2015-08-23 20:34:23","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Other","Paralegal","Legal Professional","As an applicant for a job outside of my current organisation","1 to 2 years",1800,1.2286,1.29715,"UK General Population",40,5,4,12,9,5,5,6,5,12,11,98,0.40139,34,,,,69,1.40275,
9708,"2012-11-15 13:04:48","Male","No","White - Any other White Background","","20-24 years","No religion","","No","France","","Master Degree","Bank of England Graduate Program","Student","As an applicant for a job outside of my current organisation","Prefer not to say",1801,0.23592,0.25679,"Graduates",40,5,4,12,11,5,3,6,4,12,9,77,1.23415,31,,,,57,0.77698,
36372,"2014-07-21 21:50:17","Female","Yes","White - British","","30-34 years","No religion","","","United Kingdom","","BSc","Financial Services Contractor","Self Employed/Business Owner","As an applicant for a job outside of my current organisation","3 to 4 years",1800,-0.17817,-0.60773,"UK General Population",38,5,3,12,10,5,2,6,5,10,7,62,0.83435,27,,,,53,0.14752,
2349,"2013-09-05 15:55:58","Female","Yes","Mixed - Any other Mixed Background","","25-29 years","Muslim","","No","United Kingdom","","BA","Graduate","Other","As an applicant for a job outside of my current organisation","Less than 1 year",1800,0.56,-1.04195,"Hogan Lovells Graduates",31,5,5,12,11,5,3,6,5,3,2,5,1.09818,26,,,,31,0.04066,
16313,"2013-02-19 17:39:18","Male","Yes","White - British","","40-44 years","No religion","","No","United Kingdom","","Doctoral Degree","Senior Economist","Other","As an applicant for a job in my current organisation","8 to 10 years",1782,2.1285,1.11095,"Senior Management",40,5,5,12,12,5,5,6,6,12,10,99,1.31086,38,,,,65,2.02286,
48142,"2015-03-20 08:24:22","Female","Yes","White - British","","35-39 years","No religion","","No","United Kingdom","","Master Degree","Head of Growth Deals Policy","Other","As an applicant for a job in my current organisation","11 to 15 years",1801,-0.10004,0.15463,"Public Sector Managers",40,5,4,12,11,5,3,6,3,12,8,67,1.15733,29,,,,55,0.50383,
7124,"2012-03-29 13:16:41","Female","Yes","Prefer not to say","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","16 to 20 years",1800,0.66622,0.01326,"Graduates",40,5,3,12,12,5,4,6,5,12,7,72,0.99565,31,,,,56,0.6226,
21729,"2013-11-12 02:09:38","Male","Prefer not to say","Asian or Asian British - Pakistani","","20-24 years","Muslim","","No","United Kingdom","","A-Level Scottish Highers or equivalent","N/A","Student","None of the above","Prefer not to say",1707,0.49159,0.69154,"Bank of England Graduate & Internship Applicants 2013",40,5,3,12,8,5,3,6,5,12,10,53,-0.68832,29,,,,51,0.26924,
6101,"2012-01-23 20:13:54","Male","Yes","White - British","","35-39 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Housing Officer","Other","As part of a trial","5 to 7 years",1581,0.34776,0.5878,"Senior Management",40,5,3,12,9,5,4,6,5,12,9,62,0.62255,30,,,,54,0.68798,
43405,"2014-10-20 15:48:34","Male","Yes","Asian or Asian British - Indian","","25-29 years","Hindu","","No","United Kingdom","","Master Degree","Orthodontic Registrar","Medical Professional","As an applicant for a job outside of my current organisation","1 to 2 years",725,0.49529,0.20031,"UK General Population",40,5,3,12,10,5,5,6,5,12,9,82,0.71037,32,,,,59,0.69488,
39824,"2014-10-14 22:47:20","Male","Yes","Asian or Asian British - Indian","","20-24 years","Hindu","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Financial Analyst","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1793,0.82216,0.69175,"Bank of England Graduate & Internship Applicants 2014",40,5,5,12,3,5,3,6,6,12,9,14,-1.35956,26,,,,40,-0.49214,
17978,"2013-04-15 15:00:07","Female","Yes","White - British","","45-49 years","No religion","","No","United Kingdom","","BA","Head of HR","Human Resource Professional","As an applicant for a job outside of my current organisation","21 to 25 years",1148,1.22843,0.45202,"Senior Management",40,5,3,12,11,5,5,6,5,12,9,75,0.66378,33,,,,57,0.9644,
49109,"2015-04-19 05:21:39","Female","","Prefer not to say","","20-24 years","Prefer not to say","","","","","BSc","","Student","As an applicant for a job outside of my current organisation","Prefer not to say",1725,0.16778,0.39361,"Singapore General Population",40,5,3,12,8,5,3,6,6,12,8,89,0.31192,28,,,,61,0.41346,
16001,"2013-03-18 20:30:11","Female","No","White - Any other White Background","Lithuanian","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Lithuania","","Master Degree","Dentist","Medical Professional","As an applicant for a job outside of my current organisation","8 to 10 years",1797,-0.28271,-1.0735,"UK General Population",40,5,2,12,9,5,4,6,3,12,3,34,0.06776,21,,,,46,-0.50012,
54339,"2015-11-28 16:25:48","Female","Yes","Asian or Asian British - Indian","","40-44 years","Sikh","","Prefer not to say","Argentina","England","LLB","Solicitior","Legal Professional","As an applicant for a job outside of my current organisation","11 to 15 years",1754,-0.67559,-0.2637,"Managers",40,5,3,12,7,5,1,6,3,12,7,23,-0.20333,21,,,,43,-0.53885,
1181,"2012-03-06 15:43:00","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","BA","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1063,1.77691,1.18478,"Hogan Lovells Graduates",40,5,4,12,11,5,5,6,6,12,10,88,0.9733,36,,,,61,1.75765,
788,"2012-01-04 11:40:56","Female","Yes","Mixed - Any other Mixed Background","Javanese","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Singapore","","A-Level Scottish Highers or equivalent","Summer Vacation Scheme","Student","None of the above","16 to 20 years",1039,-0.06275,0.58558,"Hogan Lovells Graduates",40,5,3,12,10,5,2,6,5,12,10,18,0.52736,30,,,,40,0.49984,
24137,"2013-10-25 19:18:07","","","","","","","","","","","Master Degree","Head of Finance","Accountant","As an applicant for a job in my current organisation","26 years or more",1660,0.2468,-0.21649,"UK General Population",40,5,3,12,9,5,2,6,6,12,7,54,-0.12515,27,,,,51,-0.06431,
49230,"2015-04-26 10:32:00","Female","Yes","White - British","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","Dyslexia","United Kingdom","","Master Degree","Head of Learning (Arden School)","Teacher","As an applicant for a job outside of my current organisation","3 to 4 years",1800,0.75684,0.66905,"UK General Population",40,5,4,12,10,5,4,6,5,12,9,86,0.50622,32,,,,61,0.89468,
44097,"2014-11-10 08:19:58","Female","Yes","Asian or Asian British - Bangladeshi","","20-24 years","Muslim","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Technical Advisor","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1221,-1.33617,-0.03149,"UK General Population",40,5,0,12,4,5,4,6,3,12,7,1,-1.75054,18,,,,25,-1.64063,
32525,"2014-03-18 19:38:29","Female","Yes","Asian or Asian British - Pakistani","","35-39 years","Muslim","","No","United Kingdom","","BEd","teacher","Teacher","As an applicant for a job outside of my current organisation","11 to 15 years",1461,-0.51271,-0.51283,"UK General Population",39,4,2,12,8,5,2,6,4,12,5,42,-0.07284,21,,,,48,-0.32557,
10824,"2012-11-16 10:54:17","Male","Yes","White - British","","16-19 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Summer Intern","Student","As an applicant for a job outside of my current organisation","1 to 2 years",844,0.7355,1.37172,"Graduates",40,5,4,12,9,5,5,6,3,12,11,87,0.59714,32,,,,61,1.07297,
6809,"2012-03-18 17:23:51","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Advanced Development Programme- Graduate Scheme","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1659,0.32646,-0.55543,"Graduates",40,5,4,12,8,5,3,6,4,12,4,36,-0.1434,23,,,,47,-0.17833,
24506,"2013-10-29 03:59:39","Female","Yes","Asian or Asian British - Chinese","~","16-19 years","Prefer not to say","~","No","Singapore","~","Prefer not to say","Student","Student","None of the above","5 to 7 years",1078,0.81517,0.57473,"UK General Population",40,5,2,12,8,5,5,6,6,12,8,79,-0.02346,29,,,,58,0.57865,
24618,"2013-10-29 03:12:51","Male","No","Asian or Asian British - Chinese","","35-39 years","Other religion, please specify below","Taoism","No","Singapore","Singapore","Higher Education Certificate or Diploma","Business Development Executive","Other","For professional development","Less than 1 year",1240,-0.93355,-0.90124,"Managers",40,5,1,12,7,5,2,6,3,12,5,12,-0.53814,18,,,,37,-0.95417,
2706,"2014-02-07 15:33:08","Male","Yes","Black or Black British - African","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Nigeria","","A-Level Scottish Highers or equivalent","First Year Events 2014","Student","As an applicant for a job outside of my current organisation","11 to 15 years",1798,0.26204,-0.27801,"Hogan Lovells Graduates",40,5,3,12,7,5,3,6,5,12,6,2,-0.52443,24,,,,26,-0.24649,
42534,"2014-11-13 16:26:15","Female","","White - British","","55-59 years","No religion","","No","United Kingdom","","BA","Business Consultant","Other","As an applicant for a job outside of my current organisation","3 to 4 years",1756,0.95038,0.08583,"UK General Population",40,5,4,12,11,5,4,6,5,12,8,90,1.07885,32,,,,63,0.95636,
3090,"2014-08-05 23:54:14","Female","Yes","Asian or Asian British - Indian","","20-24 years","Sikh","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Training Contract Application","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1319,-0.29695,0.5016,"Hogan Lovells Graduates",40,5,4,12,11,5,3,6,4,12,9,18,0.85484,31,,,,40,0.51745,
38763,"2016-02-01 19:34:48","","","","","","","","","","","Master Degree","PR","Prefer not to say","As an applicant for a job outside of my current organisation","Less than 1 year",1378,-2.33712,-0.47214,"UK General Population",40,5,0,12,7,5,1,6,3,12,6,1,-0.47727,17,,,,25,-1.91879,
38579,"2014-09-08 18:07:29","Male","Yes","White - British","","30-34 years","Prefer not to say","","No","United Kingdom","","Master Degree","Senior Associate Consultant","Financial Analyst","As an applicant for a job outside of my current organisation","3 to 4 years",1645,1.19504,0.27716,"Senior Management",40,5,4,12,10,5,5,6,4,12,8,75,1.04383,31,,,,57,0.94557,
27912,"2014-02-03 11:59:51","Male","Yes","White - British","","25-29 years","No religion","","No","United Kingdom","","BSc","Paralegal","Legal Professional","As an applicant for a job in my current organisation","Less than 1 year",1372,0.56015,-0.50976,"Executive Search candidates (UK)",40,5,4,12,12,5,4,6,4,12,6,59,1.39872,30,,,,54,0.62102,
