"ID","EndTime","Sex","Is.English.your.primary.language.","Ethnic.group","Other.ethnic.group","Age..Range.in.years.","What.is.your.religion.","Other.religion","Do.you.consider.yourself.to.have.a.disability..If.yes..please.select.from.the.options.which.best.describes.your.disability...br...Please.note..The.information.you.provide.here.may.not.be.shared.with.the.organisation.that.asked.you.to.take.the.test..If.you.wish.them.to.be.aware.of.your.disability.you.should.contact.them.directly.","Country.of.birth","Other.country.of.birth","PD_Education","PD_JobTitle","PD_Occupation","PD_Reason","PD_Tenure","TimeTaken","wgcta.d.theta.score","wgcta.e.theta.score","wgcta.norm.group","wgcta.other.num.answered","wgcta.other.s1.num.answered","wgcta.other.s1.raw.score","wgcta.other.s2.num.answered","wgcta.other.s2.raw.score","wgcta.other.s3.num.answered","wgcta.other.s3.raw.score","wgcta.other.s4.num.answered","wgcta.other.s4.raw.score","wgcta.other.s5.num.answered","wgcta.other.s5.raw.score","wgcta.percentile","wgcta.r.theta.score","wgcta.raw.score","wgcta.retest.completion.status","wgcta.retest.status","wgcta.retest.surveyuser.id","wgcta.t.score","wgcta.theta.score","wgcta.verification.theta"
41536,"2014-11-18 13:41:54","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","BSc","Student","Student","As an applicant for a job outside of my current organisation","Prefer not to say",1229,1.23662,0.86739,"Bank of England Graduate & Internship Applicants 2014",40,5,5,12,11,5,5,6,4,12,10,95,0.99972,35,,,,66,1.40264,
13570,"2012-11-29 22:07:10","Male","Yes","White - British","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Director of Finance & Assurance","Accountant","As an applicant for a job outside of my current organisation","16 to 20 years",1661,0.9809,-0.17398,"Senior Management",40,5,4,12,9,5,5,6,5,12,7,43,-0.15281,30,,,,49,0.21116,
618,"2011-12-03 16:48:52","Male","Yes","White - Any other White Background","Eastern European","20-24 years","Jewish","","No","United Kingdom","","BSc","Student","Student","As an applicant for a job outside of my current organisation","16 to 20 years",1767,0.39039,0.84445,"Hogan Lovells Graduates",40,5,2,12,10,5,4,6,5,12,9,59,0.69796,30,,,,52,0.9091,
13014,"2016-02-24 18:56:34","Female","No","White - Any other White Background","Greek","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Greece","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","11 to 15 years",1047,0.29826,-0.0168,"UK General Population",40,5,3,12,8,5,4,6,4,12,6,66,0.25863,25,,,,54,0.27834,
26722,"2014-12-05 16:25:33","Male","Yes","White - Any other White Background","","20-24 years","Prefer not to say","","No","South Africa","","A-Level Scottish Highers or equivalent","Mechanical Enigeering Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1801,-0.18209,-0.5542,"Graduates",39,5,1,12,9,5,4,6,4,11,6,36,0.2282,24,,,,47,-0.14593,
16030,"2013-03-20 20:41:51","Male","Yes","White - British","","45-49 years","No religion","","No","United Kingdom","","Other","QC","Legal Professional","As an applicant for a job outside of my current organisation","21 to 25 years",1492,-0.45112,-0.03868,"UK General Population",39,5,4,12,8,5,3,6,3,11,7,46,-0.29459,25,,,,49,-0.29011,
52050,"2015-08-23 21:48:00","Female","Yes","Black or Black British - African","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Lawyer","Legal Professional","As an applicant for a job outside of my current organisation","8 to 10 years",1798,-0.30269,0.42002,"Managers",40,5,2,12,5,5,4,6,4,12,8,26,-0.76873,23,,,,44,-0.44773,
24673,"2013-11-30 16:43:57","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","BSc","Mortgage Administrator","Administrative/Clerical","As an applicant for a job outside of my current organisation","Less than 1 year",1786,1.19089,0.53547,"Graduates",40,5,4,12,8,5,4,6,6,12,8,72,0.12376,30,,,,56,0.68201,
24524,"2013-10-29 04:11:44","Female","Yes","Asian or Asian British - Chinese","","Prefer not to say","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Singapore","","Other","Student","Student","As part of a trial","8 to 10 years",1103,-0.88016,-0.16514,"UK General Population",40,5,0,12,12,5,2,6,5,12,8,62,1.09258,27,,,,53,0.17571,
20326,"2013-10-09 19:32:48","Male","Yes","White - British","","40-44 years","No religion","","No","United Kingdom","","Doctoral Degree","Company Director","Consultant","As an applicant for a job outside of my current organisation","11 to 15 years",1748,1.02121,-0.51011,"Graduates",40,5,3,12,10,5,4,6,6,12,3,62,0.47828,26,,,,54,0.44423,
14778,"2013-02-13 20:03:27","Female","Yes","White - British","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BSc","Chartered Financial Planner","Other","As an applicant for a job outside of my current organisation","8 to 10 years",1523,0.74479,0.03822,"Senior Management",40,5,2,12,12,5,4,6,6,12,7,66,1.257,31,,,,55,0.71969,
56179,"2016-02-21 19:27:48","Female","","White - British","","20-24 years","No religion","","No","","","Master Degree","Assistant Psychologist","Other","None of the above","Less than 1 year",768,-0.57587,0.5073,"UK General Population",40,5,1,12,8,5,4,6,2,12,8,50,-0.33399,23,,,,50,-0.22138,
5445,"2016-04-07 10:29:29","Female","Yes","Mixed - White and Asian","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1196,0.67281,1.11377,"Hogan Lovells Graduates",40,5,4,12,11,5,4,6,5,12,10,76,0.79769,34,,,,56,1.20818,
3434,"2014-12-31 11:21:22","Male","Yes","Mixed - Any other Mixed Background","Bangladeshi-Filipino","20-24 years","No religion","","No","United Kingdom","","BA","Project Administrator","Administrative/Clerical","As an applicant for a job outside of my current organisation","Less than 1 year",958,0.99319,0.05784,"Hogan Lovells Graduates",40,5,3,12,9,5,5,6,6,12,8,18,0.26307,31,,,,40,0.51873,
47289,"2015-02-06 13:58:59","Female","","White - British","","20-24 years","No religion","","No","","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1109,0.03858,-0.03039,"Executive Search candidates (UK)",40,5,2,12,10,5,4,6,5,12,8,39,0.29687,29,,,,49,0.25697,
53072,"2015-11-03 18:52:20","Male","","Black or Black British - African","","20-24 years","Muslim","","No","","","BSc","graduate ","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1800,-2.36547,-1.69059,"Graduates",0,0,0,0,0,0,0,0,0,0,0,1,-1.76907,0,,,,20,-2.84351,
21468,"2013-11-11 15:22:25","Male","No","White - Any other White Background","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1601,1.32415,0.16828,"Bank of England Graduate & Internship Applicants 2013",40,5,4,12,12,5,4,6,4,12,6,93,1.39603,30,,,,64,1.19473,
8136,"2012-09-02 09:29:52","Male","Yes","White - Irish","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","LLB","Senior Public Prosecutor","Legal Professional","As an applicant for a job outside of my current organisation","16 to 20 years",1800,1.03189,-0.02708,"UK General Population",39,5,4,11,10,5,3,6,5,12,7,86,0.64197,29,,,,61,0.81149,
39987,"2014-10-15 11:34:52","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Postgraduate Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1473,0.3401,-0.01738,"Bank of England Graduate & Internship Applicants 2014",40,5,4,12,8,5,3,6,5,12,6,58,0.42073,26,,,,52,0.39853,
15706,"2013-03-21 17:17:47","Female","Yes","White - Irish","","55-59 years","Prefer not to say","","No","Ireland","","Master Degree","Human Resources Adviser","Human Resource Professional","As an applicant for a job outside of my current organisation","8 to 10 years",1803,-0.71091,-0.53713,"UK General Population",40,5,1,12,9,5,4,6,3,12,6,46,0.14574,23,,,,49,-0.28989,
9446,"2012-11-13 12:03:33","Female","Yes","Black or Black British - Caribbean","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1763,0.42567,1.62301,"Graduates",40,5,3,12,12,5,3,6,6,12,12,97,1.2781,36,,,,65,1.61256,
53455,"2016-03-09 09:38:35","Male","Yes","White - Irish","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1326,0.08342,-0.14764,"Graduates",40,5,3,12,10,5,4,6,4,12,6,58,0.85282,27,,,,53,0.32699,
46257,"2014-12-31 13:58:11","Male","Yes","Prefer not to say","","20-24 years","Muslim","","No","United Kingdom","","Master Degree","Summer Vacation Scheme 2015","Student","As an applicant for a job outside of my current organisation","Prefer not to say",1631,0.72249,-0.43335,"Graduates",40,5,3,12,10,5,5,6,5,12,6,62,0.40903,29,,,,54,0.4219,
43353,"2014-11-10 23:53:04","Male","Yes","Mixed - Any other Mixed Background","","25-29 years","Muslim","","No","Iraq","","BSc","Dentist","Self Employed/Business Owner","As an applicant for a job outside of my current organisation","3 to 4 years",1803,-0.12378,-0.87148,"UK General Population",40,5,2,12,5,5,4,6,5,12,5,5,-1.33721,21,,,,34,-1.24133,
53715,"2016-01-13 15:55:11","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1800,0.13813,1.0408,"Graduates",40,5,4,12,7,5,4,6,3,12,9,49,-0.15269,27,,,,50,0.17348,
29633,"2015-05-26 03:23:06","Male","No","White - Any other White Background","","50-54 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Sweden","","BA","N/A","Other","As an applicant for a job outside of my current organisation","21 to 25 years",1797,0.09722,0.41861,"Development and Outplacement",40,5,2,12,10,5,4,6,5,12,8,60,0.1937,29,,,,53,0.39046,
44712,"2014-11-05 14:38:49","Male","Yes","White - British","","20-24 years","No religion","","Disability, special need or medical condition not listed above","Zambia","","A-Level Scottish Highers or equivalent","Student","Student","As part of a trial","1 to 2 years",648,-1.70863,0.35157,"Graduates",40,5,1,12,5,5,3,6,4,12,8,1,-1.22595,21,,,,20,-1.74135,
11772,"2012-11-09 20:28:44","Male","No","Asian or Asian British - Chinese","","25-29 years","No religion","","No","China","","Prefer not to say","Bank of England","Student","As an applicant for a job outside of my current organisation","Prefer not to say",1672,0.74012,0.57578,"Graduates",40,5,4,12,11,5,4,6,4,12,9,91,1.08756,32,,,,62,1.19121,
23264,"2014-05-10 13:40:38","Female","Yes","White - British","","20-24 years","Prefer not to say","","No","United Kingdom","","Prefer not to say","n/a","Prefer not to say","As an applicant for a job outside of my current organisation","Prefer not to say",1800,1.16843,0.98628,"Bank of England Graduate & Internship Applicants 2013",40,5,5,12,12,5,5,6,5,12,10,98,1.47485,37,,,,71,1.7053,
51201,"2015-08-10 08:33:35","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","BA","Initiative Intern","New to Workforce","As an applicant for a job outside of my current organisation","Less than 1 year",1726,-0.57537,0.99297,"UK General Population",40,5,2,12,11,5,3,6,3,12,9,82,1.08735,28,,,,59,0.69607,
37737,"2014-08-11 15:12:25","Male","Yes","White - British","","20-24 years","No religion","","Dyslexia","United Kingdom","","Master Degree","Trainee","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1790,0.30926,-0.41654,"Burges Salmon Applicants",40,5,4,12,9,5,3,6,4,12,7,29,0.33669,27,,,,45,0.19678,
28681,"2014-01-02 16:51:24","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","LLB","Currency Consultant","Consultant","As an applicant for a job outside of my current organisation","Less than 1 year",1800,0.67308,1.84601,"Graduates",40,5,2,12,11,5,4,6,6,12,11,96,0.79437,34,,,,64,1.49216,
21622,"2013-11-11 10:55:17","Male","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",671,0.19845,-0.61122,"Bank of England Graduate & Internship Applicants 2013",40,5,1,12,11,5,4,6,5,12,7,49,0.52236,28,,,,50,0.19086,
22736,"2014-03-20 10:41:45","Male","Yes","White - Any other White Background","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Estonia","","A-Level Scottish Highers or equivalent","First Year placement","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1190,-0.7904,-0.5289,"Bank of England Graduate & Internship Applicants 2013",40,5,3,12,6,5,1,6,5,12,5,10,-0.45571,20,,,,37,-0.73274,
57240,"2016-03-31 13:55:07","Female","","White - Any other White Background","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","","","Master Degree","Leadership Assessment","Human Resource Professional","As part of a trial","1 to 2 years",1413,0.3655,-0.13742,"UK General Population",40,5,4,12,0,5,3,6,4,12,8,1,-2.1761,19,,,,25,-1.43208,
49479,"2015-05-18 21:13:28","Female","Yes","Asian or Asian British - Indian","","50-54 years","Hindu","","No","United Kingdom","","Master Degree","Clinical Director","Medical Professional","As an applicant for a job in my current organisation","8 to 10 years",1398,0.10101,0.23929,"Senior Management",40,5,3,12,11,5,3,6,5,12,7,53,0.6823,29,,,,51,0.45565,
11947,"2012-09-30 15:23:28","Male","Yes","White - British","","40-44 years","No religion","","No","United Kingdom","","Master Degree","Ombudsman","Other","As an applicant for a job in my current organisation","1 to 2 years",1800,0.5788,-0.28418,"UK General Population",39,5,4,12,11,5,3,6,5,11,6,76,0.91563,29,,,,57,0.45268,
51106,"2015-08-23 20:50:48","Male","","White - British","","20-24 years","Prefer not to say","","No","","","Prefer not to say","Training Contract 2017 - Kennedys","Student","As an applicant for a job outside of my current organisation","Prefer not to say",1795,0.88977,0.44577,"UK General Population",40,5,3,12,10,5,5,6,5,12,7,90,0.63356,30,,,,63,0.94979,
29764,"2014-01-31 17:31:40","Female","Yes","White - British","","20-24 years","Jewish","","No","United Kingdom","","BSc","Gap Year","Teacher","None of the above","Less than 1 year",1800,0.44674,0.72877,"UK General Population",40,5,4,12,8,5,4,6,3,12,9,76,-0.08619,28,,,,57,0.4508,
15321,"2013-03-20 07:39:48","Female","Yes","White - British","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","LLB","Litigation Lawyer","Legal Professional","As an applicant for a job outside of my current organisation","16 to 20 years",1801,0.75393,0.65357,"UK General Population",40,5,4,12,12,5,3,6,5,12,9,96,1.27951,33,,,,67,1.19461,
3177,"2014-10-28 17:23:07","Prefer not to say","Prefer not to say","Prefer not to say","","Prefer not to say","Prefer not to say","","Prefer not to say","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","16 to 20 years",970,-0.02743,-0.27374,"Hogan Lovells Graduates",40,5,2,12,6,5,3,6,5,12,7,2,-0.45749,23,,,,26,-0.32719,
31765,"2014-04-22 11:04:37","Male","Yes","White - British","","65-69 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Consultant","Human Resource Professional","As an applicant for a job outside of my current organisation","26 years or more",1790,-0.46846,0.33688,"UK General Population",40,5,3,12,6,5,3,6,5,12,8,50,-0.23162,25,,,,50,-0.20728,
9053,"2012-08-23 20:30:54","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","LLB","Accounts Assistant","Administrative/Clerical","As an applicant for a job outside of my current organisation","1 to 2 years",1249,0.25143,-0.17096,"UK General Population",40,5,4,12,7,5,3,6,4,12,5,50,-0.32237,23,,,,50,-0.1341,
28135,"2013-12-30 11:52:38","Female","Yes","Black or Black British - African","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1800,-1.36723,1.08652,"Graduates",40,5,1,12,10,5,1,6,3,12,10,44,0.72851,25,,,,49,0.04007,
30307,"2014-02-18 10:41:14","Prefer not to say","Prefer not to say","Prefer not to say","","Prefer not to say","Prefer not to say","","No","Prefer not to say","","Prefer not to say","Qualified Lawyer","Prefer not to say","As an applicant for a job outside of my current organisation","Prefer not to say",1586,0.02417,-0.11231,"Managers",40,5,4,12,11,5,4,6,4,12,7,69,1.0518,30,,,,55,0.54843,
37764,"2014-08-14 12:05:51","Male","Yes","White - Any other White Background","Italian/Polish","35-39 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Canada","","LLB","Manager","Retail Sales","As an applicant for a job outside of my current organisation","3 to 4 years",1692,1.26069,1.29213,"Burges Salmon Applicants",40,5,4,12,10,5,4,6,6,12,11,92,0.24838,35,,,,65,1.42204,
40430,"2014-11-06 20:23:47","Female","No","Other ethnic group, please specify below","Latina","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Other, please specify below","Panama","BSc","Email Supervisor","Customer Service","As an applicant for a job outside of my current organisation","3 to 4 years",1265,0.03855,-0.79756,"Bank of England Graduate & Internship Applicants 2014",40,5,3,12,7,5,5,6,4,12,5,12,-0.67054,24,,,,39,-0.56134,
52033,"2015-08-25 07:30:12","Female","","Asian or Asian British - Indian","","30-34 years","Hindu","","No","India","","LLB","Principal Case Officer","Legal Professional","As an applicant for a job outside of my current organisation","5 to 7 years",1800,-0.63724,-0.32669,"Managers",40,5,1,12,7,5,4,6,3,12,6,26,-0.2913,21,,,,44,-0.50182,
1828,"2013-01-16 15:21:36","Male","Yes","Asian or Asian British - Any other Asian Background","Sri Lankan","16-19 years","No religion","","Specific Learning Difficulty other than dyslexia","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1691,1.90987,0.53956,"Hogan Lovells Graduates",40,5,5,12,12,5,5,6,5,12,9,88,1.15054,36,,,,61,1.66026,
50704,"2015-09-08 13:13:36","Male","Yes","White - British","","20-24 years","Buddhist","","","United Kingdom","","BA","Applying for role of Recruitment Officer","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1084,0.17788,-0.51246,"Graduates in Law, Business, Economic or Finance",40,5,3,12,10,5,4,6,6,12,7,56,0.91449,30,,,,52,0.1406,
56955,"2016-02-21 13:44:51","Female","No","White - Any other White Background","Polish","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Poland","","Master Degree","Research Assistant","Administrative/Clerical","As an applicant for a job outside of my current organisation","1 to 2 years",0,0.06197,0.6062,"UK General Population",40,5,4,12,10,5,4,6,4,12,9,79,0.55206,31,,,,58,0.53765,
18451,"2013-06-10 16:03:23","Male","Yes","White - British","","55-59 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","LEADERSHIP COACH","Police Officer","As an applicant for a job outside of my current organisation","26 years or more",1426,0.1219,-0.37964,"Public Sector Managers",40,5,4,12,4,5,4,6,2,12,6,21,-0.88023,20,,,,42,-0.54851,
40789,"2014-11-17 21:09:06","Male","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","11 to 15 years",1790,-0.00606,-0.61448,"Bank of England Graduate & Internship Applicants 2014",40,5,2,12,7,5,5,6,3,12,6,12,-0.44218,23,,,,39,-0.55556,
8295,"2012-07-06 14:20:29","Male","Yes","White - British","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Doctoral Degree","Director","Consultant","As an applicant for a job outside of my current organisation","11 to 15 years",1800,-0.42936,0.57708,"UK General Population",40,5,2,12,8,5,2,6,3,12,8,50,-0.24712,23,,,,50,-0.21252,
41729,"2014-11-19 21:18:28","Female","","Asian or Asian British - Chinese","","20-24 years","No religion","","No","China","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1800,-0.37832,0.36955,"Bank of England Graduate & Internship Applicants 2014",40,5,3,12,12,5,2,6,5,12,9,75,1.58904,31,,,,56,0.70459,
24359,"2013-10-29 21:51:11","Female","Yes","White - British","","20-24 years","","","No","United Kingdom","","Master Degree","Zurich General Management Graduate Programme","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1546,-0.08522,-0.39651,"Graduates",40,5,4,12,11,5,3,6,4,12,6,62,1.4587,28,,,,54,0.39179,
31590,"2014-04-06 08:13:35","Male","Yes","White - British","","50-54 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Wales","","Other","Self Employed","Self Employed/Business Owner","As an applicant for a job outside of my current organisation","5 to 7 years",1800,-0.75296,-0.33968,"UK General Population",40,5,3,12,5,5,1,6,4,12,5,16,-0.85009,18,,,,40,-0.84456,
10159,"2012-10-21 13:42:42","Female","Yes","White - British","","16-19 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1184,-1.3808,-1.48474,"Graduates",40,5,0,12,7,5,1,6,3,12,3,1,-0.86477,14,,,,20,-1.54799,
55058,"2016-01-10 10:04:36","Female","Yes","White - British","","60-64 years","No religion","","No","United Kingdom","","BA","Safeguarding auditor","Other","As an applicant for a job outside of my current organisation","5 to 7 years",1477,0.91565,-0.02591,"UK General Population",40,5,4,12,9,5,5,6,3,12,5,76,0.36813,26,,,,57,0.47426,
43834,"2014-10-19 16:16:33","Male","Yes","White - Irish","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Cyprus","","Doctoral Degree","Head of School","Teacher","As an applicant for a job in my current organisation","11 to 15 years",1707,1.14525,0.93004,"UK General Population",40,5,3,12,11,5,4,6,6,12,11,98,1.22214,35,,,,71,1.50572,
50484,"2015-07-13 13:10:23","Female","Yes","Black or Black British - African","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","","United Kingdom","","Other","Lawyer","Legal Professional","As an applicant for a job outside of my current organisation","1 to 2 years",1803,-0.73096,0.50688,"Managers",40,5,2,12,9,5,2,6,4,12,9,47,0.34885,26,,,,50,0.04539,
41243,"2014-11-18 15:19:50","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","Master Degree","Student","Student","As an applicant for a job outside of my current organisation","16 to 20 years",1598,-0.24001,0.43822,"Bank of England Graduate & Internship Applicants 2014",40,5,0,12,11,5,4,6,5,12,8,71,1.15255,28,,,,55,0.62794,
13170,"2012-12-15 09:10:30","Female","Yes","Asian or Asian British - Indian","","25-29 years","Hindu","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Commercial Underwriter","Other","As an applicant for a job outside of my current organisation","Less than 1 year",1800,-1.02675,-2.35925,"UK General Population",26,5,2,12,3,5,2,4,2,0,0,0,-1.72708,9,,,,25,-2.31579,
24887,"2014-10-21 18:22:12","Male","No","White - Any other White Background","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Cyprus","","Higher Education Certificate or Diploma","Zurich Actuarial Graduate 2015 Programme","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1800,0.33195,-0.92645,"Graduates",40,5,4,12,6,5,4,6,4,12,7,12,-1.06811,25,,,,38,-0.77902,
5152,"2016-02-20 03:58:53","Male","Yes","White - Any other White Background","","25-29 years","No religion","","No","Canada","","LLB","Legal Affairs","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1465,1.1251,0.08085,"Hogan Lovells Graduates",40,5,3,12,9,5,5,6,5,12,8,33,0.17368,30,,,,45,0.68991,
39690,"2014-10-14 09:33:40","Female","Yes","White - British","","25-29 years","No religion","","No","United Kingdom","","LLB","Solicitor","Legal Professional","As an applicant for a job outside of my current organisation","Less than 1 year",1158,0.19468,0.30182,"Managers",40,5,2,12,8,5,4,6,5,12,8,65,0.36527,27,,,,54,0.46086,
43619,"2014-11-17 21:45:03","Female","Yes","White - British","","35-39 years","No religion","","No","United Kingdom","","Master Degree","Lecturer in Oral,Health Sciences","Medical Professional","As an applicant for a job outside of my current organisation","5 to 7 years",1605,-0.91867,0.03855,"UK General Population",39,5,1,11,6,5,2,6,3,12,8,27,-0.35159,20,,,,44,-0.5701,
30808,"2014-03-06 13:52:17","Male","Yes","Asian or Asian British - Bangladeshi","","20-24 years","Muslim","","No","United Kingdom","","BSc","none","Student","As an applicant for a job outside of my current organisation","Prefer not to say",1318,-0.47074,0.00764,"UK General Population",40,5,3,12,2,5,1,6,3,12,8,3,-1.87373,17,,,,30,-1.37086,
52084,"2015-08-21 02:16:45","Male","Yes","Asian or Asian British - Chinese","","45-49 years","No religion","","No","Taiwan","","Master Degree","Lecturer","Legal Professional","As an applicant for a job outside of my current organisation","5 to 7 years",1647,0.24061,-0.38254,"Managers",40,5,4,12,8,5,2,6,6,12,5,47,0.21793,25,,,,50,0.08153,
25020,"2015-01-26 20:30:06","Male","Yes","White - Any other White Background","","20-24 years","No religion","","No","Saudi Arabia","","Master Degree","Masters student","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1343,-0.84304,-0.22727,"Graduates",40,5,3,12,7,5,3,6,2,12,6,30,-0.12885,21,,,,45,-0.34453,
39290,"2014-10-24 14:49:59","Female","Yes","Asian or Asian British - Bangladeshi","","20-24 years","Muslim","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","11 to 15 years",1080,0.21175,-0.00799,"UK General Population",40,5,3,12,7,5,3,6,4,12,7,54,-0.30929,24,,,,51,-0.09218,
13445,"2012-11-17 18:09:26","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","BA","Assistant","Administrative/Clerical","As an applicant for a job in my current organisation","Less than 1 year",1800,-0.41036,0.22015,"UK General Population",40,5,3,12,9,5,2,6,3,12,8,54,-0.14913,25,,,,51,-0.09744,
528,"2011-11-07 11:20:16","Male","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1086,0.37172,-0.08927,"Hogan Lovells Graduates",40,5,2,12,9,5,4,6,5,12,7,2,-0.31551,27,,,,26,-0.14955,
3755,"2015-02-16 19:04:58","Male","","Asian or Asian British - Pakistani","","16-19 years","Muslim","","No","","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1800,1.27496,0.97889,"Hogan Lovells Graduates",40,5,5,12,12,5,5,6,5,12,10,97,1.27733,37,,,,65,1.77475,
12419,"2013-03-25 17:19:53","Male","Yes","White - British","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Legal Assistant","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1800,1.1663,1.27694,"UK General Population",40,5,4,12,11,5,3,6,5,12,11,98,0.80227,34,,,,71,1.53374,
53850,"2015-11-27 17:04:57","Male","","White - British","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1672,2.11939,0.85258,"Graduates",40,5,5,12,10,5,5,6,5,12,10,99,1.02478,35,,,,67,2.06485,
55582,"2016-02-11 06:49:11","Female","","Prefer not to say","Cypriot","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","","","Higher Education Certificate or Diploma","Student","Student","None of the above","Prefer not to say",1530,-0.31254,0.50883,"UK General Population",40,5,2,12,11,5,3,6,4,12,10,79,1.01047,30,,,,58,0.53686,
